Mannara 's mother is a jewellery designer and her father is a lawyer . ||| Mannara's madre es un diseñador de joyas y su padre es un abogado.
The fashion designer Izawa had made the long journey down with her own handmade wedding dress with the intention of fulfill the couple 's plans of marriage . ||| La diseñadora de moda Izawa había hecho el largo viaje hacia abajo con su propio vestido de novia hecho a mano con la intención de cumplir los planes de matrimonio de la pareja.
Her mother , Patricia MacTaggart , is a London - based interior designer and her father , Xavier Botana , is an Argentinian artist who lives in Buenos Aires . ||| Su madre, Patricia MacTaggart, es una diseñadora de interiores con sede en Londres y su padre, Xavier Botana, es un artista argentino que vive en Buenos Aires.
The designer identified Sévérine through her sexuality , and wanted to showcase the character as " sexy and exceptional and dark " by having her appear as naked as possible . ||| El diseñador identificó a Sévérine a través de su sexualidad, y quería mostrar al personaje como " sexy y excepcional y oscuro " al hacerla aparecer lo más desnuda posible.
In 1926 , in her first year as a student at the famous Bauhaus design school in Dessau , Germany , the textile designer Margaretha Reichardt undertook a preliminary course run by Josef Albers and László Moholy - Nagy . ||| En 1926, en su primer año como estudiante en la famosa escuela de diseño Bauhaus en Dessau, Alemania, la diseñadora textil Margaretha Reichardt emprendió un curso preliminar dirigido por Josef Albers y László Moholy - Nagy.
Her mother is a fashion designer and her father works in the construction industry . ||| Su madre es diseñadora de moda y su padre trabaja en la industria de la construcción.
Costume designer Antonella Cannarozzi was nominated for an Academy Award for Best Costume Design for her work in the film , but the award went to Colleen Atwood for " Alice in Wonderland " . ||| La diseñadora de vestuario Antonella Cannarozzi fue nominada a un premio de la Academia al mejor diseño de vestuario por su trabajo en la película, pero el premio fue para Colleen Atwood por " Alice in Wonderland ".
Dorothy Wright Liebes ( 14 October 1897 – 20 September 1972 ) was an American textile designer and weaver renowned for her innovative , custom - designed modern fabrics for architects and interior designers . ||| Dorothy Wright Liebes (14 de octubre de 1897 – 20 de septiembre de 1972) fue una diseñadora textil estadounidense y tejedora reconocida por su innovadora tela moderna diseñada a medida para arquitectos y diseñadores de interiores.
A Hearst writer ghost wrote the newspaper page after 1918 , but the designer herself penned the " Good Housekeeping " and " Harper 's Bazaar " features throughout their duration , although the responsibility of producing a regular piece proved difficult , and she missed several deadlines . ||| Un escritor fantasma de Hearst escribió la página del periódico después de 1918, pero la diseñadora misma escribió las características de "Good Housekeeping " y " Harper's Bazaar " a lo largo de su duración, aunque la responsabilidad de producir una pieza regular resultó difícil, y se perdió varios plazos.
Her mother was an interior designer and her father a " pied noir " and a real estate agent . ||| Su madre era una diseñadora de interiores y su padre un "pequeño negro" y un agente de bienes raíces.
The designer first gained international recognition in 2000 with her collection „ Déclaration d’amour à l’Allemagne “ . ||| La diseñadora ganó el reconocimiento internacional por primera vez en 2000 con su colección “Declaration d’amour à l’Allemagne”.
The designer also draws on her studies of Bohemianism , Dark Romanticism , and love for the literature , art and music of the Decadent movement . ||| La diseñadora también se basa en sus estudios de Bohemianismo, Romántico Oscuro, y el amor por la literatura, el arte y la música del movimiento Decadente.
AG Hair was founded in 1989 by Lotte Davis , a South African - born graphic designer and her husband John Davis , a hairdresser from Liverpool , in their North Vancouver basement . ||| AG Hair fue fundada en 1989 por Lotte Davis, diseñadora gráfica sudafricana nacida y su marido John Davis, peluquero de Liverpool, en su sótano del norte de Vancouver.
Everything is produced in Moscow under the strict control of the designer herself . ||| Todo se produce en Moscú bajo el estricto control de la propia diseñadora.
Fashion designer Valentino once commented on her physical resemblance to Marlene Dietrich . ||| El diseñador de moda Valentino comentó una vez sobre su parecido físico con Marlene Dietrich.
Kanai was born in 1978 to parents with artistic backgrounds , her father being a graphic designer and her mother working for the Japanese fashion designer Issey Miyake . ||| Kanai nació en 1978 de padres con antecedentes artísticos, su padre es diseñador gráfico y su madre trabaja para el diseñador de moda japonés Issey Miyake.
No director , choreographer , set designer or costume designer was hired like back in her days as career performer . ||| Ningún director, coreógrafo, diseñador de escenarios o diseñador de vestuario fue contratado como en sus días como artista profesional.
In 1993 , a Beverly Hills graphic designer who said she had an on-and-off relationship with Sharkey from 1985 to 1991 announced that she was suing Sharkey ' s estate . ||| En 1993, una diseñadora gráfica de Beverly Hills que dijo que tenía una relación con Sharkey de 1985 a 1991 anunció que estaba demandando la propiedad de Sharkey.
Designer Nicole Miller used Lynn 's " The Last High ( Y - Tron Remix ) " for her Spring 2013 campaign . ||| La diseñadora Nicole Miller utilizó Lynn's "The Last High ( Y - Tron Remix ) " para su campaña de primavera de 2013.
Costume designer Daphne Dare used artistic license with her costumes in the serial , since male Aztecs usually only wore brief loincloths and cloaks , while women were often topless . ||| La diseñadora de vestuario Daphne Dare usó la licencia artística con sus trajes en el serial, ya que los aztecas masculinos por lo general sólo usaban ropa interior breve y capas, mientras que las mujeres eran a menudo topless.
Her mother , Tessa , an interior designer spent time with her children playing tennis during their childhood . ||| Su madre, Tessa, una diseñadora de interiores pasó tiempo con sus hijos jugando al tenis durante su infancia.
Her maternal grandmother was a talented designer herself , and she displayed talent as a young girl in drawing and making clothes for her dolls . ||| Su abuela materna era una diseñadora talentosa ella misma, y ella exhibió talento como una chica joven en el dibujo y la fabricación de ropa para sus muñecas.
Anne Fogarty ( February 2 , 1919 – January 15 , 1980 ) was an American fashion designer , active 1940–80 , who was noted for her understated , ladylike designs that were accessible to American women on a limited income . ||| Anne Fogarty (2 de febrero de 1919 - 15 de enero de 1980) fue una diseñadora de moda estadounidense, activa 1940-80, que fue famosa por sus diseños discretos, femeninos que eran accesibles para las mujeres estadounidenses con un ingreso limitado.
The designer praised her look and strong photographs , but criticized her runway walk as well as her lack of eye contact . ||| La diseñadora elogió su aspecto y fotografías fuertes, pero criticó su caminata en pista, así como su falta de contacto visual.
Her designer was John Henslow , and she was identical with his contemporaneous except that " Echo " was a ship - sloop and " Busy " was a brig - sloop . ||| Su diseñador era John Henslow, y ella era idéntica a su contemporáneo, excepto que " Echo " era un barco - sloop y " Ocupado " era un bergantín - sloop.
