Mannara 's mother is a jewellery designer and her father is a lawyer . ||| Mannara's mère est une joaillerie designer et son père est un avocat.
The designer also created a line of home accessories called Swell , based on a book series she co - wrote with friend Ilene Rosenzweig , which made its debut at Target in 2003 . ||| La designer a également créé une gamme d'accessoires de maison appelée Swell, basée sur une série de livres qu'elle a co-écrit avec l'ami Ilene Rosenzweig, qui a fait ses débuts à Target en 2003.
Her father , Raymond W. Lewis , Jr. , was an aerospace designer and her mother , Dorothy Borwick Lewis McIntyre a recreation director . ||| Son père, Raymond W. Lewis, Jr., était une designer aérospatiale et sa mère, Dorothy Borwick Lewis McIntyre une directrice de loisirs.
Superstitious , she also insisted on dressing room 55 because that was her lucky number and required that Hubert de Givenchy , her long - time designer , be given a credit in the film for her perfume . ||| Superstitieux, elle a également insisté sur le dressing 55 parce que c'était son numéro de chance et a exigé que Hubert de Givenchy, sa créatrice de longue date, soit créditée dans le film pour son parfum.
A self - taught clothing designer , Immonen opened her first design boutique in Helsinki during World War II in 1942 which grew into a success despite the shortages of the ensuing years . ||| Une créatrice de vêtements autodidacte, Immonen a ouvert sa première boutique de design à Helsinki pendant la Seconde Guerre mondiale en 1942, qui a connu un succès malgré les pénuries des années qui ont suivi.
Her mother is a graphic designer and her father , who died when Carré was a teenager , was a designer and forensic animator . ||| Sa mère est une graphiste et son père, qui est mort quand Carré était un adolescent, était une designer et animateur médico-légal.
French designer and art collector Hubert de Givenchy worked with Lane on her first major coverage of European art and the art market . ||| La créatrice et collectionneuse française Hubert de Givenchy a travaillé avec Lane sur sa première grande couverture de l'art européen et du marché de l'art.
A Jewish interior designer living in New York City , she lives with her gay best friend , Will Truman ( played by Eric McCormack ) , for a majority of the series . ||| Une designer d'intérieur juive vivant à New York, elle vit avec son meilleur ami gay, Will Truman ( joué par Eric McCormack ), pour une majorité de la série.
The fashion designer Izawa had made the long journey down with her own handmade wedding dress with the intention of fulfill the couple 's plans of marriage . ||| La créatrice de mode Izawa avait fait le long voyage vers le bas avec sa propre robe de mariée faite à la main dans l'intention de remplir les plans du couple de mariage.
Her mother , Patricia MacTaggart , is a London - based interior designer and her father , Xavier Botana , is an Argentinian artist who lives in Buenos Aires . ||| Sa mère, Patricia MacTaggart, est une designer d'intérieur basée à Londres et son père, Xavier Botana, est une artiste argentine qui vit à Buenos Aires.
The designer identified Sévérine through her sexuality , and wanted to showcase the character as " sexy and exceptional and dark " by having her appear as naked as possible . ||| La créatrice a identifié Sévérine à travers sa sexualité, et a voulu présenter le personnage comme " sexy et exceptionnel et sombre " en la faisant apparaître aussi nue que possible.
In 1926 , in her first year as a student at the famous Bauhaus design school in Dessau , Germany , the textile designer Margaretha Reichardt undertook a preliminary course run by Josef Albers and László Moholy - Nagy . ||| En 1926, dans sa première année d'études à la célèbre école de design Bauhaus à Dessau, en Allemagne, la designer textile Margaretha Reichardt a entrepris un cours préliminaire dirigé par Josef Albers et László Moholy - Nagy.
Her mother is a fashion designer and her father works in the construction industry . ||| Sa mère est une créatrice de mode et son père travaille dans l'industrie de la construction.
Costume designer Antonella Cannarozzi was nominated for an Academy Award for Best Costume Design for her work in the film , but the award went to Colleen Atwood for " Alice in Wonderland " . ||| La créatrice de costumes Antonella Cannarozzi a été nominée pour un Oscar pour le meilleur design de costume pour son travail dans le film, mais le prix est allé à Colleen Atwood pour " Alice in Wonderland ".
Dorothy Wright Liebes ( 14 October 1897 – 20 September 1972 ) was an American textile designer and weaver renowned for her innovative , custom - designed modern fabrics for architects and interior designers . ||| Dorothy Wright Liebes ( 14 octobre 1897 – 20 septembre 1972) était une designer textile américaine et tisserand réputée pour ses tissus modernes et innovants conçus sur mesure pour les architectes et les designers d'intérieur.
A Hearst writer ghost wrote the newspaper page after 1918 , but the designer herself penned the " Good Housekeeping " and " Harper 's Bazaar " features throughout their duration , although the responsibility of producing a regular piece proved difficult , and she missed several deadlines . ||| Un fantôme d'écrivain Hearst a écrit la page de journal après 1918, mais la designer elle-même a écrit le " Bon ménage " et " Harper's Bazaar " caractéristiques tout au long de leur durée, bien que la responsabilité de produire une pièce régulière s'est avérée difficile, et elle a manqué plusieurs échéances.
Her mother was an interior designer and her father a " pied noir " and a real estate agent . ||| Sa mère était une designer d'intérieur et son père un " pied noir " et un agent immobilier.
The designer first gained international recognition in 2000 with her collection „ Déclaration d’amour à l’Allemagne “ . ||| La créatrice a d'abord obtenu une reconnaissance internationale en 2000 avec sa collection „Déclaration d'amour à l'Allemagne.
The designer also draws on her studies of Bohemianism , Dark Romanticism , and love for the literature , art and music of the Decadent movement . ||| La créatrice s'inspire également de ses études sur le Bohème, le Romantisme obscur, et l'amour pour la littérature, l'art et la musique du mouvement Decadent.
AG Hair was founded in 1989 by Lotte Davis , a South African - born graphic designer and her husband John Davis , a hairdresser from Liverpool , in their North Vancouver basement . ||| AG Hair a été fondée en 1989 par Lotte Davis, une graphiste sud - africaine née et son mari John Davis, une coiffeuse de Liverpool, dans leur sous - sol de Vancouver Nord.
Everything is produced in Moscow under the strict control of the designer herself . ||| Tout est produit à Moscou sous le contrôle strict du designer elle-même.
Fashion designer Valentino once commented on her physical resemblance to Marlene Dietrich . ||| La créatrice de mode Valentino a commenté une fois sa ressemblance physique avec Marlene Dietrich.
Kanai was born in 1978 to parents with artistic backgrounds , her father being a graphic designer and her mother working for the Japanese fashion designer Issey Miyake . ||| Kanai est née en 1978 de parents d'origine artistique, son père étant graphiste et sa mère travaillant pour la créatrice de mode japonaise Issey Miyake.
No director , choreographer , set designer or costume designer was hired like back in her days as career performer . ||| Aucun réalisateur, chorégraphe, concepteur de décors ou de costumes n'a été embauché comme dans ses jours comme interprète de carrière.
In 1993 , a Beverly Hills graphic designer who said she had an on-and-off relationship with Sharkey from 1985 to 1991 announced that she was suing Sharkey ' s estate . ||| En 1993, une graphiste de Beverly Hills qui a déclaré qu'elle avait eu une relation avec Sharkey de 1985 à 1991 a annoncé qu'elle poursuivait la succession de Sharkey.
